timestamp	idf_value	term	count	amount_tweets
1366048984	NaN	explosion	NaN	486
1366048985	NaN	boston	NaN	471
1366048985	6.154858094016418	marathon	1	471
1366048985	NaN	explosion	NaN	471
1366048986	NaN	boston	NaN	526
1366048986	NaN	marathon	NaN	526
1366048986	NaN	explosion	NaN	526
1366048987	6.331501849893691	boston	1	562
1366048987	6.331501849893691	marathon	1	562
1366048987	NaN	explosion	NaN	562
1366048988	NaN	boston	NaN	504
1366048988	6.222576268071369	marathon	1	504
1366048988	NaN	explosion	NaN	504
1366048989	NaN	boston	NaN	501
1366048989	NaN	marathon	NaN	501
1366048989	NaN	explosion	NaN	501
1366048990	NaN	boston	NaN	481
1366048990	NaN	marathon	NaN	481
1366048990	NaN	explosion	NaN	481
1366048991	NaN	boston	NaN	460
1366048991	NaN	marathon	NaN	460
1366048991	NaN	explosion	NaN	460
1366048992	NaN	boston	NaN	500
1366048992	NaN	marathon	NaN	500
1366048992	NaN	explosion	NaN	500
1366048993	NaN	boston	NaN	504
1366048993	NaN	marathon	NaN	504
1366048993	NaN	explosion	NaN	504
1366048994	4.976733742420574	boston	1	145
1366048994	NaN	marathon	NaN	145
1366048994	NaN	explosion	NaN	145
1366048994	NaN	boston	NaN	425
1366048994	NaN	marathon	NaN	425
1366048994	NaN	explosion	NaN	425
1366048996	6.297109319933935	boston	1	543
1366048996	NaN	marathon	NaN	543
1366048996	NaN	explosion	NaN	543
1366048997	6.333279628139691	boston	1	563
1366048997	NaN	marathon	NaN	563
1366048997	NaN	explosion	NaN	563
1366048998	NaN	boston	NaN	534
1366048998	NaN	marathon	NaN	534
1366048998	NaN	explosion	NaN	534
1366048999	6.244166900663736	boston	1	515
1366048999	NaN	marathon	NaN	515
1366048999	NaN	explosion	NaN	515
1366049000	NaN	boston	NaN	434
1366049000	NaN	marathon	NaN	434
1366049000	NaN	explosion	NaN	434
1366049001	NaN	boston	NaN	540
1366049001	NaN	marathon	NaN	540
1366049001	NaN	explosion	NaN	540
1366049002	NaN	boston	NaN	492
1366049002	NaN	marathon	NaN	492
1366049002	NaN	explosion	NaN	492
1366049003	NaN	boston	NaN	586
1366049003	6.373319789577012	marathon	1	586
1366049003	NaN	explosion	NaN	586
1366049004	NaN	boston	NaN	476
1366049004	NaN	marathon	NaN	476
1366049004	NaN	explosion	NaN	476
1366049005	NaN	boston	NaN	547
1366049005	NaN	marathon	NaN	547
1366049005	NaN	explosion	NaN	547
1366049006	NaN	boston	NaN	567
1366049006	NaN	marathon	NaN	567
1366049006	NaN	explosion	NaN	567
1366049007	NaN	boston	NaN	482
1366049007	NaN	marathon	NaN	482
1366049007	NaN	explosion	NaN	482
1366049008	NaN	boston	NaN	467
1366049008	NaN	marathon	NaN	467
1366049008	NaN	explosion	NaN	467
1366049009	NaN	boston	NaN	509
1366049009	NaN	marathon	NaN	509
1366049009	NaN	explosion	NaN	509
1366049010	6.253828811575473	boston	1	520
1366049010	6.253828811575473	marathon	1	520
1366049010	NaN	explosion	NaN	520
1366049011	NaN	boston	NaN	126
1366049011	NaN	marathon	NaN	126
1366049011	NaN	explosion	NaN	126
1366049012	NaN	boston	NaN	249
1366049012	NaN	marathon	NaN	249
1366049012	NaN	explosion	NaN	249
1366049013	6.3080984415095305	boston	1	549
1366049013	6.3080984415095305	marathon	1	549
1366049013	NaN	explosion	NaN	549
1366049014	NaN	boston	NaN	675
1366049014	NaN	marathon	NaN	675
1366049014	NaN	explosion	NaN	675
1366049015	NaN	boston	NaN	725
1366049015	6.586171654854675	marathon	1	725
1366049015	NaN	explosion	NaN	725
1366049016	NaN	boston	NaN	507
1366049016	6.2285110035911835	marathon	1	507
1366049016	NaN	explosion	NaN	507
1366049017	NaN	boston	NaN	409
1366049017	NaN	marathon	NaN	409
1366049017	NaN	explosion	NaN	409
1366049018	NaN	boston	NaN	506
1366049018	6.226536669287466	marathon	1	506
1366049018	NaN	explosion	NaN	506
1366049019	6.135564891081739	boston	1	462
1366049019	NaN	marathon	NaN	462
1366049019	NaN	explosion	NaN	462
1366049020	NaN	boston	NaN	486
1366049020	NaN	marathon	NaN	486
1366049020	NaN	explosion	NaN	486
1366049021	6.198478716492308	boston	1	492
1366049021	6.198478716492308	marathon	1	492
1366049021	NaN	explosion	NaN	492
1366049022	NaN	boston	NaN	457
1366049022	5.43153621033426	marathon	2	457
1366049022	NaN	explosion	NaN	457
1366049023	6.139884552226255	boston	1	464
1366049023	6.139884552226255	marathon	1	464
1366049023	NaN	explosion	NaN	464
1366049024	NaN	boston	NaN	588
1366049024	NaN	marathon	NaN	588
1366049024	NaN	explosion	NaN	588
1366049025	NaN	boston	NaN	395
1366049025	NaN	marathon	NaN	395
1366049025	NaN	explosion	NaN	395
1366049026	NaN	boston	NaN	535
1366049026	NaN	marathon	NaN	535
1366049026	NaN	explosion	NaN	535
1366049027	6.139884552226255	boston	1	464
